Case_ID,Model_Name,Model_Family,Strategy,Duration_Sec,Status,Reasoning_Trace,Generated_JSON,Raw_Output
Back Pain,Qwen-1.5B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-1.5B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-1.5B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-7B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-7B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-7B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-14B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-14B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-14B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-72B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-72B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Qwen-72B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,QwQ-32B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,QwQ-32B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,QwQ-32B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-7B-Math,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-7B-Math,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-7B-Math,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V2-Lite-Coder,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V2-Lite-Coder,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V2-Lite-Coder,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V3.1-Terminus,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V3.1-Terminus,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V3.1-Terminus,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V3.2,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V3.2,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-V3.2,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-R1-Turbo,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-R1-Turbo,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,DeepSeek-R1-Turbo,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Back Pain,Gemini-Flash-8B,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Flash-8B,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Flash-8B,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Flash,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Flash,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Flash,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-1.0-Pro,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-1.0-Pro,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-1.0-Pro,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-1.5-Pro,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-1.5-Pro,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-1.5-Pro,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Thinking,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Thinking,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,Gemini-Thinking,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Back Pain,GPT-3.5-Turbo,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-3.5-Turbo,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-3.5-Turbo,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4o-mini,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4o-mini,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4o-mini,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4o,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4o,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4o,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4-Turbo,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4-Turbo,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,GPT-4-Turbo,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,o1-mini,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,o1-mini,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Back Pain,o1-mini,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,Qwen-1.5B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-1.5B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-1.5B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-7B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-7B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-7B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-14B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-14B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-14B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-72B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-72B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Qwen-72B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,QwQ-32B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,QwQ-32B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,QwQ-32B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-7B-Math,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-7B-Math,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-7B-Math,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V2-Lite-Coder,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V2-Lite-Coder,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V2-Lite-Coder,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V3.1-Terminus,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V3.1-Terminus,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V3.1-Terminus,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V3.2,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V3.2,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-V3.2,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-R1-Turbo,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-R1-Turbo,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,DeepSeek-R1-Turbo,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Burnout,Gemini-Flash-8B,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Flash-8B,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Flash-8B,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Flash,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Flash,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Flash,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-1.0-Pro,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-1.0-Pro,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-1.0-Pro,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-1.5-Pro,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-1.5-Pro,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-1.5-Pro,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Thinking,Gemini,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Thinking,Gemini,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,Gemini-Thinking,Gemini,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for google,,Error: Missing API Key for google
Burnout,GPT-3.5-Turbo,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-3.5-Turbo,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-3.5-Turbo,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4o-mini,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4o-mini,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4o-mini,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4o,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4o,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4o,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4-Turbo,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4-Turbo,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,GPT-4-Turbo,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,o1-mini,OpenAI,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,o1-mini,OpenAI,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Burnout,o1-mini,OpenAI,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for openai,,Error: Missing API Key for openai
Constipation,Qwen-1.5B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-1.5B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-1.5B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-7B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-7B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-7B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-14B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-14B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-14B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-72B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-72B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,Qwen-72B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,QwQ-32B,Qwen,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,QwQ-32B,Qwen,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,QwQ-32B,Qwen,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-7B-Math,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-7B-Math,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-7B-Math,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V2-Lite-Coder,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V2-Lite-Coder,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V2-Lite-Coder,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V3.1-Terminus,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V3.1-Terminus,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V3.1-Terminus,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V3.2,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V3.2,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-V3.2,DeepSeek,cot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-R1-Turbo,DeepSeek,standard,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
Constipation,DeepSeek-R1-Turbo,DeepSeek,few_shot,0.0,JSON_Parse_Fail,Error: Missing API Key for deepinfra,,Error: Missing API Key for deepinfra
